8,8,8,8,8,8,10,11,11,11,2,3,26,11,27,3,3,3,3,3,3,3,3,3,3,3,26,11,12,8
3,3,3,3,3,3,26,11,11,11,11,11,11,11,35,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,8,8,8,8,16,16,16,16,16,8,8,10,11,12,8
19,19,19,19,19,19,19,19,19,19,19,19,34,11,12,8,8,8,8,8,8,16,8,16,8,8,10,11,12,8
8,8,8,8,8,8,8,8,8,8,8,8,10,11,12,8,-1,-1,-1,-1,16,16,16,16,8,8,10,11,12,8
8,8,8,8,8,8,8,8,8,8,8,8,10,11,12,8,8,8,8,8,8,16,16,16,8,8,10,11,12,8
8,8,8,8,8,8,8,8,8,8,8,8,10,11,12,8,8,8,-1,9,9,9,9,9,9,8,10,11,12,8
8,8,8,8,8,8,8,8,8,8,8,8,10,11,12,8,8,8,8,8,16,16,16,16,8,8,10,11,12,8
8,8,8,8,8,8,1,8,8,8,8,8,10,11,12,8,8,-1,8,8,-1,16,16,16,8,8,10,11,12,8
8,8,8,8,8,8,1,8,1,1,1,8,10,11,12,8,8,8,-1,2,86,3,3,3,4,8,10,11,12,8
8,8,8,8,8,8,10,11,11,12,8,8,10,11,12,9,9,8,-1,10,11,16,16,16,12,8,10,11,12,8
3,3,3,3,3,3,26,11,11,27,3,3,26,11,-1,-1,-1,-1,-1,-1,-1,3,3,3,3,3,26,11,27,3
-1,-1,11,11,11,11,11,11,11,11,11,11,11,11,-1,-1,-1,-1,-1,-1,-1,11,11,11,11,11,11,11,11,11
-1,-1,16,16,16,16,16,16,16,-1,-1,-1,-1,-1,11,11,35,19,19,19,19,19,19,19,19,-1,11,11,35,19
8,8,8,8,8,8,8,8,16,16,16,16,-1,-1,11,16,12,16,16,16,16,16,16,16,16,8,11,11,12,8
8,-1,-1,-1,-1,-1,-1,8,16,8,-1,8,-1,-1,35,19,20,16,16,16,16,16,16,16,16,16,11,11,12,8
8,-1,-1,-1,-1,-1,-1,8,8,16,8,8,-1,-1,-1,16,16,16,16,16,16,16,16,16,16,16,11,11,12,8
8,-1,-1,-1,-1,-1,-1,8,8,8,8,8,-1,-1,-1,16,16,16,16,16,16,16,16,16,16,16,11,11,12,8
8,8,8,8,8,8,8,8,8,16,16,8,-1,-1,-1,16,16,16,16,16,16,16,16,16,16,16,11,11,12,8
16,16,16,16,16,16,16,8,8,8,8,8,-1,-1,-1,16,16,16,16,16,16,16,16,16,16,16,16,11,12,8
