-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,1148,1149,-1,1146,1147,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,909,1058,-1,-1,560,-1,-1,-1,-1,-1,-1,-1,-1
-1,567,1164,1165,-1,1162,1163,-1,-1,-1,-1,-1,26,27,27,28,572,925,1074,-1,-1,576,-1,-1,1153,1154,1155,1153,1154,1155
-1,560,1180,1181,560,1178,1179,560,-1,-1,-1,-1,78,214,43,44,-1,941,-1,-1,-1,-1,-1,-1,1169,1170,1171,1169,1170,1171
-1,576,-1,601,576,-1,-1,576,-1,-1,-1,-1,58,59,59,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,818,819,818,819,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,834,835,834,835,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1058,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1074,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,360,361,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,861,-1,376,377,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,860,-1,-1,-1,-1,-1,-1,571,572
-1,877,732,96,97,97,97,98,732,949,950,-1,-1,-1,-1,1153,1154,1155,-1,860,-1,876,-1,-1,-1,-1,-1,-1,587,588
-1,893,748,148,214,-1,-1,114,748,965,966,-1,-1,-1,-1,1169,1170,1171,-1,876,-1,892,-1,-1,-1,-1,-1,602,603,604
-1,-1,-1,128,129,129,129,130,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,892,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,1221,1222,-1,269,270,271,-1,-1,-1,-1,-1,-1,-1,-1,-1,608,613,614,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,1237,1238,-1,285,286,287,-1,-1,-1,-1,-1,-1,-1,-1,-1,624,629,630,-1,714,715,-1,560,-1,-1,827,16,17,17
-1,1253,1254,-1,301,302,303,-1,-1,-1,-1,-1,-1,-1,-1,-1,608,613,614,-1,730,731,-1,576,-1,-1,843,68,214,33
-1,1221,1222,-1,285,286,287,-1,-1,-1,-1,-1,-1,-1,-1,-1,624,629,630,-1,746,747,-1,592,-1,-1,-1,48,49,49
-1,1237,1238,-1,301,302,303,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,861
-1,1253,1254,-1,301,302,303,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,877
-1,-1,-1,-1,317,318,319,-1,1187,1187,1187,-1,-1,1187,1187,1187,-1,-1,-1,-1,-1,-1,-1,-1,-1,1190,1190,1190,-1,893
